Gene name	Chromosome/scaffold name	Gene stable ID
	2	ENSG00000286836
	11	ENSG00000254979
	17	ENSG00000263120
MARCHF4	2	ENSG00000144583
	12	ENSG00000287908
AKAP1	17	ENSG00000121057
NUDT22	11	ENSG00000149761
PLEKHM3	2	ENSG00000178385
B4GALNT1	12	ENSG00000135454
DMRT2	9	ENSG00000173253
	14	ENSG00000240513
	14	ENSG00000213867
COCH	14	ENSG00000100473
	6	ENSG00000250264
PIH1D1	19	ENSG00000104872
	2	ENSG00000286879
LINC00607	2	ENSG00000235770
PSMB8-AS1	6	ENSG00000204261
RPL32P11	3	ENSG00000213872
TAF9BP1	3	ENSG00000213871
OXSM	3	ENSG00000151093
FKBP2	11	ENSG00000173486
PSMB9	6	ENSG00000240065
CHGB	20	ENSG00000089199
MIGA2	9	ENSG00000148343
KANK1P1	20	ENSG00000215589
TRMT6	20	ENSG00000089195
	2	ENSG00000235726
LRRC61	7	ENSG00000127399
LINC00692	3	ENSG00000230891
	7	ENSG00000261305
HLA-Z	6	ENSG00000235301
DPP10-AS3	2	ENSG00000231538
CGAS	6	ENSG00000164430
RARRES2	7	ENSG00000106538
LINC01803	2	ENSG00000228909
	2	ENSG00000225911
RGS18	1	ENSG00000150681
MIR1224	3	ENSG00000221120
ALG3	3	ENSG00000214160
OR7E126P	11	ENSG00000254593
IQCA1	2	ENSG00000132321
MIR6124	11	ENSG00000275373
	11	ENSG00000254680
	11	ENSG00000254983
CARS1-AS1	11	ENSG00000247473
RNU1-91P	11	ENSG00000201616
	11	ENSG00000285644
	11	ENSG00000236710
	6	ENSG00000226594
	6	ENSG00000216616
	6	ENSG00000286811
HNRNPA3P4	6	ENSG00000226068
RBMXP1	6	ENSG00000216835
GNPAT	1	ENSG00000116906
	6	ENSG00000232876
MYB-AS1	6	ENSG00000236703
MIR548A2	6	ENSG00000207689
	6	ENSG00000224374
	6	ENSG00000234084
	6	ENSG00000287094
Y_RNA	6	ENSG00000201012
	8	ENSG00000275905
	8	ENSG00000287289
OSBPL5	11	ENSG00000021762
HMGB1P46	8	ENSG00000254146
	8	ENSG00000287208
	8	ENSG00000286766
MCM8	20	ENSG00000125885
PTP4A3	8	ENSG00000184489
RPL13AP23	12	ENSG00000242990
	17	ENSG00000263089
	12	ENSG00000257342
AGAP2-AS1	12	ENSG00000255737
REPIN1-AS1	7	ENSG00000240449
SDHDP2	7	ENSG00000227073
TSPAN31	12	ENSG00000135452
GJA6P	X	ENSG00000236187
RS1	X	ENSG00000102104
NUP205	7	ENSG00000155561
MSI2	17	ENSG00000153944
AHI1	6	ENSG00000135541
PPEF1-AS1	X	ENSG00000237221
BLOC1S6P1	X	ENSG00000196564
HAUS1P2	X	ENSG00000224224
MND1	4	ENSG00000121211
	9	ENSG00000235389
PHKA2-AS1	X	ENSG00000237836
	9	ENSG00000212695
RNU7-185P	9	ENSG00000239102
	9	ENSG00000234021
	8	ENSG00000287325
RPS26P3	9	ENSG00000212829
SDR16C5	8	ENSG00000170786
PHKA2	X	ENSG00000044446
ALDH16A1	19	ENSG00000161618
RN7SL5P	9	ENSG00000265735
	9	ENSG00000230920
	9	ENSG00000234360
PTPRD-DT	9	ENSG00000226717
	9	ENSG00000232035
IARS1	9	ENSG00000196305
CDK4	12	ENSG00000135446
CCNE2	8	ENSG00000175305
SREBF2	22	ENSG00000198911
	2	ENSG00000286358
BOK-AS1	2	ENSG00000234235
	2	ENSG00000235035
	2	ENSG00000286152
MTATP6P26	2	ENSG00000236878
H3P9	2	ENSG00000227430
RPRM	2	ENSG00000177519
EEF1AKMT4	3	ENSG00000284753
EFL1P2	4	ENSG00000248998
	4	ENSG00000249351
EEF1AKMT4-ECE2	3	ENSG00000284917
LINC02835	4	ENSG00000285711
RN7SL48P	X	ENSG00000266710
RPL6P10	4	ENSG00000243199
SUPT20HL1	X	ENSG00000223731
	4	ENSG00000248479
TGFB2	1	ENSG00000092969
RNU2-40P	4	ENSG00000222765
SUV39H1	X	ENSG00000101945
	4	ENSG00000251527
FAM192BP	4	ENSG00000231841
	4	ENSG00000249022
INPP5D	2	ENSG00000168918
RPL6P13	4	ENSG00000243312
C4orf36	4	ENSG00000163633
SEMA6A	5	ENSG00000092421
	14	ENSG00000258525
	X	ENSG00000232828
RNU6-1056P	X	ENSG00000206723
GLOD5	X	ENSG00000171433
STRN3	14	ENSG00000196792
	19	ENSG00000269469
RNU6-29P	X	ENSG00000207367
ERAS	X	ENSG00000187682
PCSK1N	X	ENSG00000102109
FLT3LG	19	ENSG00000090554
	4	ENSG00000250202
C4orf36	4	ENSG00000285458
ODR4	1	ENSG00000157181
ARPC1AP4	4	ENSG00000251411
PQBP1	X	ENSG00000102103
CAMK2N2	3	ENSG00000163888
	4	ENSG00000284968
TECRP1	4	ENSG00000235043
	20	ENSG00000286235
KLHL8	4	ENSG00000145332
Y_RNA	20	ENSG00000207380
	20	ENSG00000231961
MCM8-AS1	20	ENSG00000278719
PSMD2	3	ENSG00000175166
	20	ENSG00000275632
RN7SL498P	20	ENSG00000263755
CRLS1	20	ENSG00000088766
	7	ENSG00000271414
RPL15P11	7	ENSG00000223718
	7	ENSG00000238906
SCRN1	7	ENSG00000136193
MIR6759	12	ENSG00000283621
MARCHF9	12	ENSG00000139266
OR4F21	8	ENSG00000176269
NKX2-6	8	ENSG00000180053
METTL1	12	ENSG00000037897
TDRP	8	ENSG00000180190
CUEDC1	17	ENSG00000180891
LRP12	8	ENSG00000147650
	1	ENSG00000250762
LINC01741	1	ENSG00000236720
LINC01724	1	ENSG00000227421
	1	ENSG00000227240
	20	ENSG00000278192
TARDBPP1	20	ENSG00000233402
FMO4	1	ENSG00000076258
LRRN4	20	ENSG00000125872
	15	ENSG00000273025
EEF1AKMT3	12	ENSG00000123427
HIGD1AP17	14	ENSG00000258886
	15	ENSG00000261460
	14	ENSG00000258968
RNU1-55P	20	ENSG00000202380
	20	ENSG00000234241
RPL21P5	14	ENSG00000258640
	20	ENSG00000271565
CELF6	15	ENSG00000140488
	8	ENSG00000253854
	20	ENSG00000276915
	8	ENSG00000253722
ATRN	20	ENSG00000088812
RBM12B-AS1	8	ENSG00000279331
RNU6-541P	14	ENSG00000207440
Y_RNA	14	ENSG00000202402
RBM12B-DT	8	ENSG00000253848
	14	ENSG00000257831
LINC02990	8	ENSG00000253931
Y_RNA	14	ENSG00000199291
MAFA-AS1	8	ENSG00000254338
MOV10L1	22	ENSG00000073146
	12	ENSG00000257921
MAFA	8	ENSG00000182759
ZC3H3	8	ENSG00000014164
	1	ENSG00000286073
ACTN1	14	ENSG00000072110
RPL22P24	1	ENSG00000231084
FKBP14-AS1	7	ENSG00000227014
NSL1	1	ENSG00000117697
TSFM	12	ENSG00000123297
	17	ENSG00000278642
FKBP14	7	ENSG00000106080
VEZF1	17	ENSG00000136451
RANBP3L	5	ENSG00000164188
	22	ENSG00000288871
	8	ENSG00000287576
	8	ENSG00000254859
RN7SKP175	8	ENSG00000275558
CHEK2	22	ENSG00000183765
	17	ENSG00000280233
GSDMD	8	ENSG00000104518
	17	ENSG00000266086
	17	ENSG00000264112
AKR1C2	10	ENSG00000151632
	7	ENSG00000231519
SRSF1	17	ENSG00000136450
AEBP1	7	ENSG00000106624
	1	ENSG00000235083
HFM1	1	ENSG00000162669
	11	ENSG00000234791
	15	ENSG00000260729
CARS1	11	ENSG00000110619
	17	ENSG00000285930
	4	ENSG00000248196
DYNLL2-DT	17	ENSG00000266290
RPL12P35	15	ENSG00000243007
	19	ENSG00000273189
GAPDHP60	4	ENSG00000248180
DYNLL2	17	ENSG00000264364
BTAF1	10	ENSG00000095564
	4	ENSG00000250572
ARID3B	15	ENSG00000179361
SLC35F5	2	ENSG00000115084
TRIM36	5	ENSG00000152503
SNORD32A	19	ENSG00000201675
MIR5705	4	ENSG00000263981
SNORD33	19	ENSG00000199631
HSD17B13	4	ENSG00000170509
SNORD34	19	ENSG00000202503
SNORD35A	19	ENSG00000200259
	17	ENSG00000279207
RPS11	19	ENSG00000142534
MSX2P1	17	ENSG00000229590
EPX	17	ENSG00000121053
SLC35A2	X	ENSG00000102100
	16	ENSG00000261633
ADGRG3	16	ENSG00000182885
SF3A3P1	20	ENSG00000230568
GFRA4	20	ENSG00000125861
	17	ENSG00000278627
	17	ENSG00000287337
	15	ENSG00000275527
	15	ENSG00000260919
ANKRD40CL	17	ENSG00000167117
RNU6-231P	15	ENSG00000252931
	12	ENSG00000270039
MIR548AP	15	ENSG00000264406
	15	ENSG00000259608
RNU6-1083P	12	ENSG00000206749
	12	ENSG00000269903
	12	ENSG00000229899
LINC01584	15	ENSG00000260477
	12	ENSG00000258167
RNU6-713P	12	ENSG00000207492
	12	ENSG00000257680
	12	ENSG00000266923
MTCH2P2	12	ENSG00000258262
RPS4XP15	12	ENSG00000240721
	4	ENSG00000255723
C12orf50	12	ENSG00000165805
NME2	17	ENSG00000243678
HSD17B11	4	ENSG00000198189
SNORD35B	19	ENSG00000200530
MIR150	19	ENSG00000207782
COX6CP7	19	ENSG00000268681
SMOX	20	ENSG00000088826
FCGRT	19	ENSG00000104870
RNA5SP400	15	ENSG00000252964
	15	ENSG00000261077
	15	ENSG00000200206
MIR4649	7	ENSG00000284412
AGBL1-AS1	15	ENSG00000260125
RNA5SP230	7	ENSG00000252848
MYL7	7	ENSG00000106631
	15	ENSG00000259734
	15	ENSG00000259636
	15	ENSG00000259620
AGBL1	15	ENSG00000273540
RN7SL681P	4	ENSG00000240966
RNU1-44P	4	ENSG00000207182
POU4F2	4	ENSG00000151615
TMEM161B	5	ENSG00000164180
RLIG1	12	ENSG00000133641
	4	ENSG00000248764
	4	ENSG00000248346
NEURL1	10	ENSG00000107954
	4	ENSG00000260090
	4	ENSG00000279376
USP17L15	4	ENSG00000223569
	4	ENSG00000207171
BTF3L4P4	4	ENSG00000229226
	16	ENSG00000260467
PALLD-AS1	4	ENSG00000249623
MROH6	8	ENSG00000204839
CNGA1	4	ENSG00000198515
DRC7	16	ENSG00000159625
ATP1A4	1	ENSG00000132681
USP6NL	10	ENSG00000148429
TMOD2	15	ENSG00000128872
	2	ENSG00000228538
LINC01087	2	ENSG00000224559
B3GNT2	2	ENSG00000170340
VPS37D	7	ENSG00000176428
Y_RNA	4	ENSG00000200998
HIGD1AP13	4	ENSG00000251019
	2	ENSG00000231896
	2	ENSG00000286145
	4	ENSG00000287632
	4	ENSG00000239793
	2	ENSG00000223642
BMP2K-DT	4	ENSG00000260278
	4	ENSG00000266270
PAQR3	4	ENSG00000163291
DNAJC30	7	ENSG00000176410
	2	ENSG00000286707
SNX11	17	ENSG00000002919
	2	ENSG00000287027
LINC01935	2	ENSG00000224095
	2	ENSG00000216721
KDM3AP1	2	ENSG00000233996
STX1A	7	ENSG00000106089
	2	ENSG00000235066
RNA5SP364	12	ENSG00000252747
	8	ENSG00000255050
	12	ENSG00000257752
LINC01433	20	ENSG00000230176
FERMT1	20	ENSG00000101311
LRRC43	12	ENSG00000158113
NAPRT	8	ENSG00000147813
	2	ENSG00000287299
	2	ENSG00000287418
CCDC93	2	ENSG00000125633
SVIL	10	ENSG00000197321
RCN3	19	ENSG00000142552
MORF4L1P7	1	ENSG00000225904
MCRIP2P2	1	ENSG00000270920
GALNT2	1	ENSG00000143641
	15	ENSG00000260007
IL31	12	ENSG00000204671
EIF4G1	3	ENSG00000114867
RN7SL127P	4	ENSG00000242175
B3GNT4	12	ENSG00000176383
CLN6	15	ENSG00000128973
LINC02365	4	ENSG00000254233
PRIMPOL	4	ENSG00000164306
NOSIP	19	ENSG00000142546
LINC01132	1	ENSG00000227630
	1	ENSG00000228830
	12	ENSG00000256861
FMO1	1	ENSG00000010932
VPS33A	12	ENSG00000139719
RAPGEFL1	17	ENSG00000108352
Y_RNA	20	ENSG00000201363
MIR3646	20	ENSG00000266151
DZANK1	20	ENSG00000089091
MTCH2P3	16	ENSG00000260438
LINC01830	2	ENSG00000234207
ST13P2	2	ENSG00000235616
KATNB1	16	ENSG00000140854
MTX2	2	ENSG00000128654
	1	ENSG00000282849
	1	ENSG00000226640
SPRTN	1	ENSG00000010072
OTUD5	X	ENSG00000068308
CENPU	4	ENSG00000151725
RPL21P1	12	ENSG00000214760
CLIP1-AS1	12	ENSG00000257097
PPIAP8	12	ENSG00000225185
SNORA53	12	ENSG00000212443
IKBIP	12	ENSG00000166130
EGLN1	1	ENSG00000135766
MIR4284	7	ENSG00000265724
RN7SL265P	7	ENSG00000241709
CLDN3	7	ENSG00000165215
MIER3	5	ENSG00000155545
METTL27	7	ENSG00000165171
	2	ENSG00000287937
WDR75	2	ENSG00000115368
TMPO	12	ENSG00000120802
HMGN2P40	15	ENSG00000260602
	15	ENSG00000260657
RNU6-1108P	15	ENSG00000252117
LINC02961	1	ENSG00000279261
RNU6-1332P	15	ENSG00000252475
RNU6-966P	15	ENSG00000252288
TMEM270	7	ENSG00000175877
RNU1-78P	15	ENSG00000212550
RPL5P5	1	ENSG00000213051
	15	ENSG00000259742
	1	ENSG00000238054
	8	ENSG00000279605
	15	ENSG00000259231
	8	ENSG00000254741
TIGD5	8	ENSG00000179886
FCRL1	1	ENSG00000163534
TERB2	15	ENSG00000167014
	7	ENSG00000261467
PYCR3	8	ENSG00000104524
Y_RNA	19	ENSG00000207073
	7	ENSG00000272915
PRRG2	19	ENSG00000126460
RBM28	7	ENSG00000106344
NDEL1	17	ENSG00000166579
	15	ENSG00000259304
INSYN1	15	ENSG00000205363
	16	ENSG00000276166
MIR6772	16	ENSG00000274816
	16	ENSG00000187185
EXD1	15	ENSG00000178997
	X	ENSG00000279155
RNU6-20P	16	ENSG00000206833
RNU6-722P	X	ENSG00000223309
KCND1	X	ENSG00000102057
	4	ENSG00000251139
	4	ENSG00000286256
GFUS	8	ENSG00000104522
CPT1A	11	ENSG00000110090
CYLD	16	ENSG00000083799
	19	ENSG00000268636
MIR3945	4	ENSG00000266698
RRAS	19	ENSG00000126458
TRPC6P7	4	ENSG00000251147
MIR4455	4	ENSG00000263458
	4	ENSG00000279460
RNU6-351P	4	ENSG00000251906
	4	ENSG00000276992
	4	ENSG00000251473
	X	ENSG00000275387
SNORA11G	X	ENSG00000221750
	4	ENSG00000252136
SLC31A1	9	ENSG00000136868
	4	ENSG00000251259
TET2-AS1	4	ENSG00000251586
RN7SL89P	4	ENSG00000243383
RNU6-553P	4	ENSG00000200917
TRO	X	ENSG00000067445
TET2	4	ENSG00000168769
GNG4	1	ENSG00000168243
CDC26	9	ENSG00000176386
PLA2G4B	15	ENSG00000243708
	2	ENSG00000270893
KRT18P19	2	ENSG00000213601
MCTS2	20	ENSG00000101898
SCAF1	19	ENSG00000126461
ADNP	20	ENSG00000101126
TGFB2-OT1	1	ENSG00000281453
TUBB8P10	1	ENSG00000237469
LINC00184	1	ENSG00000224939
PCDHAC1	5	ENSG00000248383
QRSL1P2	1	ENSG00000227613
PRPF4	9	ENSG00000136875
FARP2	2	ENSG00000006607
PAPPA2	1	ENSG00000116183
AANAT	17	ENSG00000129673
	7	ENSG00000242261
RNU7-27P	7	ENSG00000238750
	7	ENSG00000228700
RNU7-54P	7	ENSG00000238590
	7	ENSG00000273184
HILPDA	7	ENSG00000135245
RBP5	12	ENSG00000139194
ZNF280D	15	ENSG00000137871
TARS1	5	ENSG00000113407
HILPDA-AS1	7	ENSG00000240758
EFCAB3P1	7	ENSG00000272601
IL21	4	ENSG00000138684
METTL2B	7	ENSG00000165055
RNU6-485P	12	ENSG00000200345
	12	ENSG00000256967
ZNF652	17	ENSG00000198740
IRF3	19	ENSG00000126456
CLSTN3	12	ENSG00000139182
	1	ENSG00000232194
	1	ENSG00000231612
CLPTM1LP1	1	ENSG00000271036
IL21-AS1	4	ENSG00000227145
GOT2P2	1	ENSG00000230849
WFDC5	20	ENSG00000175121
LRRN2	1	ENSG00000170382
	4	ENSG00000287692
WDR81	17	ENSG00000167716
BBS12	4	ENSG00000181004
EBF4	20	ENSG00000088881
	1	ENSG00000226868
	1	ENSG00000279401
	1	ENSG00000272362
	1	ENSG00000287450
	1	ENSG00000237011
RNF183	9	ENSG00000165188
	1	ENSG00000233583
PPP2R5A	1	ENSG00000066027
SCARNA22	4	ENSG00000249784
Metazoa_SRP	7	ENSG00000276988
LINC03072	7	ENSG00000273270
LINC02701	11	ENSG00000250508
NELFA	4	ENSG00000185049
	7	ENSG00000213280
MIR548O	7	ENSG00000221510
ZNF623	8	ENSG00000183309
	7	ENSG00000239480
MRPL21	11	ENSG00000197345
ALKBH4	7	ENSG00000160993
BSPRY	9	ENSG00000119411
LRWD1	7	ENSG00000161036
TMEM67	8	ENSG00000164953
HDHD3	9	ENSG00000119431
ALAD	9	ENSG00000148218
MCU	10	ENSG00000156026
	11	ENSG00000255741
TTLL9	20	ENSG00000131044
MRGPRD	11	ENSG00000172938
	11	ENSG00000261625
	11	ENSG00000261276
MRGPRF-AS1	11	ENSG00000256508
	1	ENSG00000286263
	1	ENSG00000227006
	1	ENSG00000224525
SPMIP3	1	ENSG00000173728
TPCN2	11	ENSG00000162341
	1	ENSG00000225811
	1	ENSG00000273093
MIR943	4	ENSG00000284587
	1	ENSG00000227818
NAT8L	4	ENSG00000185818
POLE3	9	ENSG00000148229
RNASEL	1	ENSG00000135828
	12	ENSG00000285770
	12	ENSG00000255572
	4	ENSG00000249006
MIR5090	7	ENSG00000284176
	12	ENSG00000256480
MIR4467	7	ENSG00000284596
NUTM2E	10	ENSG00000228570
	4	ENSG00000250623
	7	ENSG00000270249
	12	ENSG00000258012
CALCOCO2	17	ENSG00000136436
	7	ENSG00000205236
HNRNPA1P50	12	ENSG00000257195
PRELID3BP5	5	ENSG00000251656
	12	ENSG00000279551
PRELID3BP6	5	ENSG00000249516
	12	ENSG00000247131
PRELID3BP7	5	ENSG00000250711
PLCE1	10	ENSG00000138193
	5	ENSG00000271788
NSD2	4	ENSG00000109685
	5	ENSG00000272382
	5	ENSG00000272144
RGPD4-AS1	2	ENSG00000230651
	5	ENSG00000278487
	12	ENSG00000258052
UPK3BL1	7	ENSG00000267368
	5	ENSG00000249779
C9orf43	9	ENSG00000157653
	5	ENSG00000249888
	20	ENSG00000286999
TUBAP14	5	ENSG00000247763
MYRFL	12	ENSG00000166268
	1	ENSG00000286398
SPATA45	1	ENSG00000185523
MYT1	20	ENSG00000196132
KCNS3	2	ENSG00000170745
SMIM45	22	ENSG00000205704
OLA1P1	22	ENSG00000213790
NDUFA6	22	ENSG00000184983
PLA2G4A	1	ENSG00000116711
	7	ENSG00000267645
	22	ENSG00000270083
CYP2D6	22	ENSG00000100197
RASA4DP	7	ENSG00000233297
	7	ENSG00000286830
RPL7AP39	7	ENSG00000213385
	7	ENSG00000225244
MIR4283-1	7	ENSG00000264426
TNRC18P3	7	ENSG00000189166
SLC29A4P1	7	ENSG00000214668
PHKG1P4	7	ENSG00000229508
CAST	5	ENSG00000153113
SEPTIN7P15	7	ENSG00000275061
	2	ENSG00000286513
	7	ENSG00000286436
FAM178B	2	ENSG00000168754
GPCPD1P1	7	ENSG00000235095
	7	ENSG00000283431
	7	ENSG00000284474
MTATP6P8	7	ENSG00000283547
MTCO3P10	7	ENSG00000231537
	7	ENSG00000283230
NPBWR2	20	ENSG00000125522
MTND4LP32	7	ENSG00000283481
MTND4P4	7	ENSG00000225295
	20	ENSG00000278171
CICP4	20	ENSG00000232852
MTND5P6	7	ENSG00000228440
	20	ENSG00000274727
MTND6P29	7	ENSG00000283311
MTCYBP29	7	ENSG00000224880
PCMTD2	20	ENSG00000203880
	9	ENSG00000227138
IMP3P1	9	ENSG00000230589
RN7SL722P	9	ENSG00000273940
FAM27C	9	ENSG00000231527
GUSBP10	7	ENSG00000224723
	1	ENSG00000226750
TOP1P1	1	ENSG00000285665
	12	ENSG00000257241
LINC02821	12	ENSG00000257139
RPS3AP9	1	ENSG00000231022
	12	ENSG00000287132
	1	ENSG00000224436
MTND1P4	7	ENSG00000230764
	12	ENSG00000279530
LINC02869	1	ENSG00000228208
MTND2P6	7	ENSG00000237309
KCNMB4	12	ENSG00000135643
MTCO1P10	7	ENSG00000236692
MTCO2P10	7	ENSG00000284291
	7	ENSG00000284098
	1	ENSG00000273384
MTATP6P10	7	ENSG00000283626
	1	ENSG00000238061
MTCO3P4	7	ENSG00000228851
	7	ENSG00000284558
BCL2L10	15	ENSG00000137875
	1	ENSG00000234915
	7	ENSG00000284221
MTND4P5	7	ENSG00000227584
MTND5P7	7	ENSG00000230531
RNU4-65P	12	ENSG00000222405
ETNK2	1	ENSG00000143845
	7	ENSG00000284572
MTCYBP5	7	ENSG00000234671
GUSBP12	7	ENSG00000169325
A2M	12	ENSG00000175899
NEDD4	15	ENSG00000069869
	9	ENSG00000235659
	7	ENSG00000234089
	9	ENSG00000223379
Y_RNA	9	ENSG00000238749
FAM242E	9	ENSG00000229697
RNU7-157P	7	ENSG00000238431
	7	ENSG00000287517
	9	ENSG00000276845
CYB5AP4	20	ENSG00000213882
	20	ENSG00000228935
	7	ENSG00000274299
	7	ENSG00000280225
	9	ENSG00000284471
	20	ENSG00000230492
MIR3147HG	7	ENSG00000260653
Y_RNA	9	ENSG00000275904
FAM27E3	9	ENSG00000274026
FAM27B	9	ENSG00000278763
RN7SL787P	9	ENSG00000274098
SNORA70	9	ENSG00000278010
	9	ENSG00000277618
RNU6-368P	9	ENSG00000278551
	9	ENSG00000276898
	20	ENSG00000234646
D2HGDH	2	ENSG00000180902
	9	ENSG00000275493
	9	ENSG00000203364
SSTR4	20	ENSG00000132671
THBD	20	ENSG00000178726
FOCAD	9	ENSG00000188352
	20	ENSG00000279447
CD93	20	ENSG00000125810
MIR3147	7	ENSG00000266168
VN1R28P	7	ENSG00000227182
	11	ENSG00000260895
SAPCD2P2	7	ENSG00000235368
	11	ENSG00000261070
CFAP69	7	ENSG00000105792
CYP2D7	22	ENSG00000205702
LINC00656	20	ENSG00000233746
UBE4A	11	ENSG00000110344
	20	ENSG00000279164
RNA5SP478	20	ENSG00000201527
	20	ENSG00000234139
SMDT1	22	ENSG00000183172
RGS19	20	ENSG00000171700
	1	ENSG00000227585
SHCBP1L	1	ENSG00000157060
RANBP1	22	ENSG00000099901
	16	ENSG00000259962
	16	ENSG00000262714
	16	ENSG00000279741
	16	ENSG00000280027
RNU6-1153P	16	ENSG00000252569
	16	ENSG00000259926
	16	ENSG00000279344
	16	ENSG00000279722
AKTIP	16	ENSG00000166971
LINC02329	14	ENSG00000258814
LINC00911	14	ENSG00000259107
MIR6813	20	ENSG00000274034
LKAAEAR1	20	ENSG00000171695
FLRT2	14	ENSG00000185070
LINC01727	20	ENSG00000279082
	14	ENSG00000286333
MIR7843	14	ENSG00000273830
	14	ENSG00000258871
	14	ENSG00000285936
Y_RNA	14	ENSG00000206751
RPL36P3	14	ENSG00000176043
PAPOLA	14	ENSG00000090060
RPL23AP22	1	ENSG00000237213
	20	ENSG00000288974
	1	ENSG00000224260
	20	ENSG00000289848
	20	ENSG00000230387
TMEM37	2	ENSG00000171227
	1	ENSG00000213045
	1	ENSG00000230063
PPEF1	X	ENSG00000086717
RPL10AP5	1	ENSG00000235467
LPGAT1	1	ENSG00000123684
LRRTM3	10	ENSG00000198739
	2	ENSG00000229727
	10	ENSG00000289325
TAF3	10	ENSG00000165632
	11	ENSG00000254873
	11	ENSG00000269944
	11	ENSG00000255384
ARHGAP8	22	ENSG00000241484
	10	ENSG00000233990
	1	ENSG00000228044
GATA3-AS1	10	ENSG00000197308
POU5F1P2	8	ENSG00000253382
IGHMBP2	11	ENSG00000132740
KLF10	8	ENSG00000155090
RPL23AP18	1	ENSG00000225338
	1	ENSG00000224407
	1	ENSG00000232463
BRINP3-DT	1	ENSG00000237457
	10	ENSG00000232638
RN7SKP288	10	ENSG00000252036
RNA5SP327	10	ENSG00000199364
DUTP6	1	ENSG00000225171
	10	ENSG00000232470
	1	ENSG00000235386
PDCD4	10	ENSG00000150593
LINC01370	20	ENSG00000237767
PFKFB2	1	ENSG00000123836
	20	ENSG00000289577
	20	ENSG00000280229
	20	ENSG00000289895
	20	ENSG00000287335
AVPR1A	12	ENSG00000166148
Y_RNA	7	ENSG00000207488
OGFR-AS1	20	ENSG00000229873
	7	ENSG00000234459
	7	ENSG00000225498
	20	ENSG00000289183
MIR646HG	20	ENSG00000228340
	16	ENSG00000287909
GTPBP10	7	ENSG00000105793
	16	ENSG00000275191
	16	ENSG00000261630
MARCHF7	2	ENSG00000136536
	16	ENSG00000280392
MSRB3	12	ENSG00000174099
	16	ENSG00000260194
SPIRE2	16	ENSG00000204991
JMJD6	17	ENSG00000070495
ADI1P2	8	ENSG00000250684
GASAL1	8	ENSG00000253669
HACD4	9	ENSG00000188921
	8	ENSG00000253385
MAILR	8	ENSG00000253320
IFNNP1	9	ENSG00000230208
IFNB1	9	ENSG00000171855
IFNWP4	9	ENSG00000225027
	9	ENSG00000275980
IFNW1	9	ENSG00000177047
Y_RNA	9	ENSG00000199635
IFNA21	9	ENSG00000137080
	8	ENSG00000253263
RPL5P24	8	ENSG00000244052
SMIM27	9	ENSG00000235453
Y_RNA	8	ENSG00000201216
KCNU1	8	ENSG00000215262
SEC16A	9	ENSG00000148396
PHOSPHO1	17	ENSG00000173868
MIR4680	10	ENSG00000284482
BBIP1	10	ENSG00000214413
SUPT20HL2	X	ENSG00000223611
SNRPEP9	X	ENSG00000214124
PDK3	X	ENSG00000067992
ZPBP2	17	ENSG00000186075
TCF25	16	ENSG00000141002
	20	ENSG00000289431
LINC01431	20	ENSG00000232645
	20	ENSG00000289537
LINC01270	20	ENSG00000203999
	7	ENSG00000280440
CLDN12	7	ENSG00000157224
YWHAZP2	2	ENSG00000213236
LINC02910	20	ENSG00000176659
PRKCIP1	X	ENSG00000237682
ARMCX1	X	ENSG00000126947
	1	ENSG00000213690
	1	ENSG00000229832
	1	ENSG00000225233
	2	ENSG00000288524
PTP4A1P7	1	ENSG00000237514
KCTD5P1	2	ENSG00000224232
	1	ENSG00000287856
	2	ENSG00000223374
ARMCX6	X	ENSG00000198960
	1	ENSG00000226375
MIR1-1HG	20	ENSG00000174407
COL5A2	2	ENSG00000204262
	8	ENSG00000254038
SMARCE1P4	8	ENSG00000253650
GOSR1	17	ENSG00000108587
PHF21B	22	ENSG00000056487
VPS13B	8	ENSG00000132549
TATDN3	1	ENSG00000203705
ARMCX3	X	ENSG00000102401
C12orf75	12	ENSG00000235162
	20	ENSG00000289494
LINC00659	20	ENSG00000228705
	10	ENSG00000278601
	10	ENSG00000270589
SHOC2	10	ENSG00000108061
	22	ENSG00000230922
LINC01275	20	ENSG00000237595
TMEM191B	22	ENSG00000278558
	7	ENSG00000273299
	20	ENSG00000289955
	20	ENSG00000289199
CDK14	7	ENSG00000058091
CHURC1	14	ENSG00000258289
SNHG17	20	ENSG00000196756
LINC01231	9	ENSG00000236511
MIR5088	19	ENSG00000274306
	19	ENSG00000268677
POM121L15P	22	ENSG00000161103
POM121L15P	22	ENSG00000293159
ARMCX3-AS1	X	ENSG00000228275
	X	ENSG00000261101
RFX3	9	ENSG00000080298
RNU6-30P	X	ENSG00000207291
	X	ENSG00000286000
KLRC3	12	ENSG00000205810
ARMCX2	X	ENSG00000184867
CPT1C	19	ENSG00000169169
SLC25A5P1	22	ENSG00000215347
	22	ENSG00000293202
LINC01399	22	ENSG00000233080
LINC01399	22	ENSG00000293220
	22	ENSG00000227755
	22	ENSG00000293346
RPL6P28	22	ENSG00000223730
AKIRIN2	6	ENSG00000135334
	22	ENSG00000293370
PI4KAP2	22	ENSG00000183506
GEMIN2	14	ENSG00000092208
ADGRL3-AS1	4	ENSG00000248692
ALG1L9P	11	ENSG00000254978
	6	ENSG00000238628
Y_RNA	6	ENSG00000207131
RN7SL183P	6	ENSG00000240997
	6	ENSG00000271114
